file_name,gamma,t_half_2,t_half_3,converged,iterations,objective_value
bs_180225_155845.csv,1.80717758583,8.80780959342,80.1480995866,True,70,230.767845232
bs_180225_155851.csv,2.07223449279,8.77215582448,66.3696713618,True,73,226.687864034
bs_180225_155857.csv,1.79270920833,6.58005700937,74.0997515709,True,78,217.881203942
bs_180225_155904.csv,2.15787923763,7.83898110014,46.9586436088,True,68,227.615696846
bs_180225_155910.csv,1.806660286,7.41268025882,64.4846328087,True,74,231.821126764
bs_180225_155917.csv,1.97737976172,10.0627182212,75.3725020775,True,73,211.892501606
bs_180225_155923.csv,2.26875057501,9.06983476998,48.1264808936,True,77,223.948007024
bs_180225_155930.csv,2.16045225086,7.11256609694,48.8880747284,True,65,222.681512568
bs_180225_155936.csv,1.87888030475,8.28960617654,63.2327805311,True,77,229.646129614
bs_180225_155942.csv,1.86928561666,7.24216410696,65.4300084227,True,68,232.420828297
bs_180225_155948.csv,1.52285481696,7.01299189195,78.990365195,True,70,246.512276736
bs_180225_155954.csv,1.98574157837,8.57148536152,62.9056968608,True,77,238.029070908
bs_180225_160001.csv,1.98785014885,7.46202359264,52.0301483219,True,76,232.655769765
bs_180225_160008.csv,1.84545954086,8.40023027681,95.7589682242,True,84,216.593101059
bs_180225_160016.csv,1.92395408889,8.30223147341,68.1030473052,True,70,231.590677958
bs_180225_160022.csv,2.02088351225,9.6593229703,73.2946588822,True,73,212.951548042
bs_180225_160028.csv,2.01360155225,7.50342895704,59.0475439354,True,73,217.902823617
bs_180225_160035.csv,1.90937189064,9.59993919383,71.6373630473,True,77,229.053604399
bs_180225_160041.csv,2.04264590845,7.67652478679,52.8803304347,True,75,241.685428761
bs_180225_160048.csv,2.08292765285,6.28163302947,53.1379519659,True,73,220.141390363
bs_180225_160054.csv,1.76104760903,7.27028759182,64.5496384829,True,74,222.093693139
bs_180225_160100.csv,2.13038998359,9.43078866048,62.9477284647,True,72,216.296512798
bs_180225_160106.csv,1.97901521595,7.76064321582,59.4797242673,True,75,227.630284886
bs_180225_160113.csv,1.79940310061,8.00779789757,64.5382896955,True,69,228.847338321
bs_180225_160118.csv,2.23622776855,9.22630270432,54.8409489071,True,71,225.913895481
bs_180225_160125.csv,1.81303741043,7.85461423829,69.1921715704,True,69,224.153833252
bs_180225_160131.csv,2.06898321218,6.94581211533,53.2202327706,True,57,237.567594278
bs_180225_160136.csv,2.10358670615,7.92080301369,59.4489652411,True,70,225.501090625
bs_180225_160143.csv,1.80398806777,7.54363996107,56.2645664252,True,82,232.117776321
bs_180225_160151.csv,1.8968537833,8.00203267183,73.9689051469,True,72,217.211980643
bs_180225_160158.csv,1.69353401864,9.07250258122,101.621355178,True,82,215.044294284
bs_180225_160205.csv,1.67533746886,6.56215528534,65.2398849249,True,90,230.315392058
bs_180225_160214.csv,1.88357402906,7.36643684056,67.9908649723,True,70,208.442456509
bs_180225_160219.csv,1.72532402178,7.96675027975,78.5167869079,True,67,213.514546657
bs_180225_160225.csv,1.85535925357,7.82240208633,67.0860390648,True,69,235.21675029
bs_180225_160232.csv,1.85041911687,7.69669369347,55.6373771404,True,72,234.604294694
bs_180225_160239.csv,1.94593826719,8.74644882762,65.4242675549,True,70,220.299282585
bs_180225_160246.csv,2.14644393841,6.87192117431,42.0286656625,True,81,214.570050166
bs_180225_160255.csv,1.84640345068,9.03592103699,87.5824754775,True,92,218.450391399
bs_180225_160304.csv,1.94989493035,7.4899779693,68.007357146,True,81,212.012447454
bs_180225_160311.csv,1.70515372868,7.06884483567,70.4127495538,True,76,227.771041186
bs_180225_160318.csv,1.95797798383,8.03274294022,60.6452942531,True,69,235.073084372
bs_180225_160324.csv,1.89714199232,6.57498100558,62.1712730288,True,64,218.350381952
bs_180225_160331.csv,1.90921943395,8.78896748501,70.0557811365,True,76,224.480834443
bs_180225_160338.csv,1.81380293702,7.09991128658,72.1612571413,True,79,213.341785725
bs_180225_160345.csv,1.67901394254,8.725465856,92.045663993,True,75,225.9243825
bs_180225_160352.csv,2.08651536361,7.47445474307,58.4385902345,True,85,230.159747923
bs_180225_160400.csv,1.67497248927,5.80020925434,63.8189091355,True,71,225.712822105
bs_180225_160406.csv,1.67665324064,7.46681898034,75.5243345752,True,69,234.883160955
