file_name,gamma,t_half_2,t_half_3,converged,iterations,objective_value
bs_180218_164945.csv,2.04464016434,4.61185551427,39.7376898285,True,84,173.766625495
bs_180218_164951.csv,1.82476218526,4.30292754579,34.1708502555,True,62,182.425006972
bs_180218_164956.csv,1.6730799763,2.59651148992,32.7166739638,True,76,189.198571499
bs_180218_165002.csv,2.16800922532,4.45251068203,34.2563665462,True,72,172.0573803
bs_180218_165007.csv,2.07580457078,3.28775753159,29.0719609566,True,83,152.159691736
bs_180218_165013.csv,1.67753759434,3.32690224608,35.192323158,True,65,173.774595974
bs_180218_165017.csv,1.72059372898,3.78422174711,36.5287255173,True,63,184.942354704
bs_180218_165022.csv,1.98688216672,4.27534195942,31.4263879267,True,67,182.370774723
bs_180218_165027.csv,2.13261277501,5.29288476358,36.8526701646,True,68,172.964488611
bs_180218_165032.csv,1.86409107913,3.89171773471,33.5596980132,True,78,177.479460732
bs_180218_165038.csv,2.02044599075,4.39264048793,28.0160302249,True,70,176.341858484
bs_180218_165043.csv,2.03925156786,4.98955105091,30.7399666336,True,66,173.907855186
bs_180218_165047.csv,2.09201467315,4.53694704939,29.1333320078,True,62,173.320704165
bs_180218_165051.csv,1.84214053633,4.78560352675,34.8737748842,True,61,196.207859726
bs_180218_165056.csv,1.72104559064,2.97452419937,35.6788435892,True,81,162.16100123
bs_180218_165101.csv,1.98415339947,4.30724173178,27.1864131304,True,72,172.247646395
bs_180218_165106.csv,2.15538893736,4.39274482027,34.2218318954,True,68,164.010675687
bs_180218_165111.csv,2.2093662845,5.15262140336,31.2762720355,True,67,164.614843049
bs_180218_165116.csv,2.06847771817,4.34099927928,31.6131095596,True,57,168.247876974
bs_180218_165120.csv,1.83052250155,3.59808221647,29.9693978241,True,72,170.495963688
bs_180218_165124.csv,1.84323112612,4.40435443256,32.6319565038,True,61,182.453499774
bs_180218_165129.csv,2.06100475164,4.56058039667,36.0421648576,True,62,167.213748661
bs_180218_165133.csv,1.75367071458,2.95364375789,27.3560718694,True,78,165.790007191
bs_180218_165138.csv,1.89899725762,3.62495265902,35.6396983543,True,91,168.536443345
bs_180218_165144.csv,1.84392430813,3.65008270028,33.5099013566,True,61,170.092986289
bs_180218_165149.csv,1.73807917868,4.10110963938,32.1892075672,True,63,184.917515505
bs_180218_165153.csv,1.76955784849,3.43694980752,31.8593797228,True,76,175.27159363
bs_180218_165158.csv,2.0639678468,5.32647872071,34.3445875096,True,80,176.622523254
bs_180218_165204.csv,2.00032184572,4.66848201098,35.6332323896,True,70,182.460765529
bs_180218_165209.csv,1.88831715716,4.75647710308,33.7933019759,True,64,175.29326324
bs_180218_165213.csv,1.62829297068,2.16994383137,34.0834789508,True,81,164.295238199
bs_180218_165219.csv,1.91998393773,4.40708716189,34.5594923597,True,86,173.713366646
bs_180218_165224.csv,1.65274717194,3.67775563285,26.6037236993,True,76,173.867161427
bs_180218_165229.csv,1.87816346554,4.19808013072,33.8457590294,True,70,175.36387186
bs_180218_165234.csv,1.66335544817,2.74348938233,29.347190144,True,69,170.649605781
bs_180218_165239.csv,1.8176849035,3.07216846295,36.0026483776,True,75,166.598857663
bs_180218_165244.csv,1.88280731043,4.11484489036,28.1562098418,True,69,171.363607607
bs_180218_165249.csv,1.79245261129,3.82513124102,35.3601946143,True,75,182.505476738
bs_180218_165254.csv,1.97817765935,4.11138146128,37.5575052045,True,71,175.726334844
bs_180218_165259.csv,1.95460385541,4.32916423779,27.984760014,True,69,166.116401281
bs_180218_165304.csv,1.87169696586,4.03770763929,29.5506049587,True,65,187.095905466
bs_180218_165308.csv,1.99424705724,3.16515339093,33.8610989438,True,61,151.969998457
bs_180218_165313.csv,1.83884276025,4.30975318783,25.6211108397,True,72,185.336196909
bs_180218_165318.csv,1.56932282129,3.82685001237,31.1224064934,True,57,186.778761168
bs_180218_165322.csv,1.90249836359,4.87551762551,36.4577218481,True,76,180.02923219
bs_180218_165327.csv,1.97414715441,4.67861415998,36.6933654807,True,61,164.672715268
bs_180218_165331.csv,1.88457654557,3.96228202765,27.4056578346,True,75,168.163060077
bs_180218_165336.csv,2.02639041473,5.31638631016,37.2581501157,True,68,188.78860362
bs_180218_165342.csv,1.77831679346,3.77531506548,33.5485583552,True,80,181.188273124
bs_180218_165347.csv,1.77610787495,3.04552069915,40.8092727473,True,70,173.015339266
bs_180218_165353.csv,1.80341968494,3.44321259007,29.0476286453,True,72,179.061409522
bs_180218_165358.csv,2.10590787973,4.71313115263,33.4475893024,True,63,163.996759096
bs_180218_165402.csv,1.56034463832,2.80165430457,26.8542607948,True,77,167.514551755
bs_180218_165407.csv,2.25065105686,5.06647636927,34.1549946199,True,76,168.805417968
bs_180218_165413.csv,1.7846449611,4.33199566583,33.6655997364,True,66,183.104589496
bs_180218_165417.csv,1.692336777,3.48519608617,37.7973716457,True,63,176.116982292
bs_180218_165422.csv,1.85808345123,3.893596903,33.5968684564,True,70,174.783336779
bs_180218_165427.csv,2.03761656313,4.82422790156,31.378575227,True,65,184.603453619
bs_180218_165432.csv,2.04812620977,4.1733512894,30.5238216256,True,63,161.672141316
bs_180218_165436.csv,1.92031607317,3.7557788955,30.4913506494,True,66,166.295796796
bs_180218_165440.csv,1.69227218275,4.18798517122,31.1598219866,True,62,190.380433989
bs_180218_165445.csv,1.81084355669,4.42657928884,33.978826873,True,65,190.090815665
bs_180218_165449.csv,1.95373543453,4.75447183729,34.6096587524,True,57,173.298083757
bs_180218_165453.csv,1.50765692639,3.861793733,40.0787449848,True,75,187.433306042
bs_180218_165458.csv,2.03318070855,4.32983893277,34.8729263706,True,77,173.360282404
bs_180218_165504.csv,1.72978117852,3.64143219324,34.2584900394,True,63,178.76984633
bs_180218_165508.csv,1.72114083076,3.69691380533,36.395082642,True,59,177.894153549
bs_180218_165512.csv,2.10509842041,4.20540929597,33.8173118313,True,66,171.127244492
bs_180218_165517.csv,1.65466218744,3.26908589126,34.8004717176,True,70,175.628199601
bs_180218_165522.csv,1.86115438974,4.27152481173,37.0834892449,True,67,184.146859863
bs_180218_165527.csv,1.68600267861,4.11089252146,33.9393460484,True,78,183.201785995
bs_180218_165532.csv,1.8637240932,3.4234161763,26.0052766097,True,70,157.830087627
bs_180218_165537.csv,1.79602234593,4.30889804872,37.571991609,True,83,187.703868629
bs_180218_165543.csv,1.64225203814,2.93331244752,28.1118862445,True,81,171.504959627
bs_180218_165548.csv,1.8377989754,4.19574347604,30.736020986,True,72,171.493835693
bs_180218_165552.csv,1.86804966637,4.0833650928,30.8372734393,True,59,171.555806737
bs_180218_165556.csv,1.88664017447,4.19059378462,32.720329495,True,58,184.150093738
bs_180218_165601.csv,2.07257988217,5.35390253488,36.4507945608,True,71,177.701673356
bs_180218_165606.csv,2.09682391778,3.93942789749,33.3136617497,True,76,166.38126469
bs_180218_165611.csv,1.69088599677,3.77275196087,36.5986844887,True,84,176.861057578
bs_180218_165617.csv,2.23799126419,4.27097284947,29.688050978,True,71,145.398324301
bs_180218_165621.csv,1.66280042304,3.31977698536,33.3309076769,True,78,176.034548312
bs_180218_165626.csv,1.74770447079,3.99743352279,31.9255299664,True,64,185.758224767
bs_180218_165631.csv,1.89780561507,4.42553357153,35.4547653912,True,68,184.677518818
bs_180218_165636.csv,2.06067994685,4.02527630939,30.1118138548,True,75,161.672501172
bs_180218_165641.csv,1.77951424964,4.20388591351,32.8765775061,True,63,175.563195188
bs_180218_165645.csv,1.81618246127,3.47084193325,32.1082910083,True,73,182.256369672
bs_180218_165651.csv,2.04779378148,4.39974455169,33.9706728314,True,64,165.306506026
bs_180218_165655.csv,1.86206038482,4.93093911745,37.0483347339,True,63,184.93928894
bs_180218_165700.csv,1.82953083508,4.00003233562,34.3905655227,True,66,189.081687147
bs_180218_165705.csv,1.70476313883,3.99331045527,33.6706725731,True,63,187.464311738
bs_180218_165709.csv,1.82143103503,3.97047854307,38.0152665375,True,62,173.798938558
bs_180218_165714.csv,1.62373051252,3.61248830499,30.1245544354,True,77,191.366529818
bs_180218_165720.csv,1.74983125271,3.3115375276,31.3382749865,True,60,177.647414265
bs_180218_165724.csv,2.180485828,4.42547679761,34.616164555,True,66,164.097466757
bs_180218_165729.csv,1.96376817849,4.1285256891,37.41227039,True,60,174.150352832
bs_180218_165733.csv,2.12745550152,4.33352745246,24.0376826637,True,70,160.051885264
bs_180218_165738.csv,1.70417132567,2.99532243998,25.6895398421,True,68,167.632738304
bs_180218_165743.csv,1.8093187664,3.06925740077,32.2362028659,True,76,176.943008857
bs_180218_165748.csv,2.27993244918,5.48842429644,34.3883961643,True,70,171.766610726
bs_180218_165753.csv,1.5319373744,3.08909684676,37.5243945307,True,88,177.0539454
bs_180218_165759.csv,1.79644669609,3.74942185588,27.7209599512,True,63,180.468771337
bs_180218_165803.csv,2.25922506751,3.92728640901,24.8117686626,True,71,150.796366494
bs_180218_165808.csv,1.6033637489,3.07457865546,36.6930881745,True,73,172.782320202
bs_180218_165813.csv,1.9992719691,3.60446498548,27.0765781448,True,77,161.577329218
bs_180218_165818.csv,1.62585772804,3.88431268174,38.0887298421,True,74,179.911425504
bs_180218_165823.csv,1.53689010069,2.99829903517,34.8950036726,True,72,179.20469008
bs_180218_165828.csv,1.82189388778,3.89033040371,31.7143778771,True,68,177.495033168
bs_180218_165833.csv,1.93911165088,3.58975780391,30.7999502724,True,58,169.24480755
bs_180218_165837.csv,1.94689258913,3.62129336534,35.648885964,True,60,180.735675448
bs_180218_165842.csv,2.06967501607,5.65698680117,31.4119744618,True,84,188.351249498
bs_180218_165848.csv,1.81103524688,3.49810779161,30.847297983,True,69,168.794091815
bs_180218_165852.csv,1.95405366955,4.37953352884,34.0257329734,True,71,181.2280488
bs_180218_165857.csv,1.79952907459,5.44186754132,37.4282544335,True,74,189.966082743
bs_180218_165903.csv,1.70429342264,4.60139198167,28.813910953,True,88,191.986237966
bs_180218_165909.csv,1.789787327,4.22021720185,37.5544692169,True,67,176.956126764
bs_180218_165913.csv,1.92164591391,3.66560751296,30.8434280286,True,65,179.086729693
bs_180218_165918.csv,1.70824398104,3.54672436653,35.9003220365,True,64,187.838718992
bs_180218_165924.csv,1.76121191928,4.38480986357,35.4096475334,True,64,176.418456492
bs_180218_165928.csv,1.77952202862,5.20996748501,38.963849384,True,68,174.813774193
bs_180218_165932.csv,1.68449385123,3.74588354677,35.1110844298,True,76,171.402365316
bs_180218_165937.csv,2.0662992653,4.53277061595,31.1097423292,True,56,175.463790875
bs_180218_165941.csv,1.90021488559,3.73839452664,29.4991722786,True,70,157.986324429
bs_180218_165946.csv,1.8971861176,3.43029669944,29.571260286,True,56,168.507640267
bs_180218_165950.csv,1.86937210686,4.3841763902,34.2508305088,True,71,182.091681097
